Book,Chapter,Verse,Ref,Arabic,Indonesian,KitabSuci,Notes
Markus,4,34,Markus 4:34,وَبِدُونِ مَثَلٍ لَمْ يَكُنْ يُكَلِّمُهُمْ. وَأَمَّا عَلَى ٱنْفِرَادٍ فَكَانَ يُفَسِّرُ لِتَلَامِيذِهِ كُلَّ شَيْءٍ.,"Dia tidak berbicara kepada mereka tanpa suatu perumpamaan, tetapi Dia menjelaskan semuanya secara pribadi kepada murid-murid-Nya.","Tak satu pun Ia sampaikan kepada mereka tanpa ibarat. Tetapi, apabila Ia sedang sendirian dengan para pengikut-Nya, Ia menjelaskan segala sesuatunya.",
Markus,4,35,Markus 4:35,وَقَالَ لَهُمْ فِي ذَلِكَ ٱلْيَوْمِ لَمَّا كَانَ ٱلْمَسَاءُ: «لِنَجْتَزْ إِلَى ٱلْعَبْرِ».,"Pada hari itu, ketika hari sudah sore, Yesus berkata kepada mereka, “Marilah kita menyeberang ke seberang danau.”","Pada hari itu juga saat magrib tiba, bersabdalah Isa kepada para pengikut-Nya, “Mari kita pergi ke seberang.”",
Markus,4,36,Markus 4:36,فَصَرَفُوا ٱلْجَمْعَ وَأَخَذُوهُ كَمَا كَانَ فِي ٱلسَّفِينَةِ. وَكَانَتْ مَعَهُ أَيْضًا سُفُنٌ أُخْرَى صَغِيرَةٌ.,"Dengan meninggalkan orang banyak itu, mereka membawa Yesus bersama mereka ke dalam perahu tempat Yesus berada. Dan, perahu-perahu lainnya mengikuti-Nya.","Para pengikut-Nya pun meninggalkan orang banyak itu, lalu pergi dengan Isa, yang memang sudah berada di perahu. Ada juga perahu-perahu lain yang menyertai-Nya.",
Markus,4,37,Markus 4:37,فَحَدَثَ نَوْءُ رِيحٍ عَظِيمٌ، فَكَانَتِ ٱلْأَمْوَاجُ تَضْرِبُ إِلَى ٱلسَّفِينَةِ حَتَّى صَارَتْ تَمْتَلِئُ.,"Lalu, terjadi angin topan yang dahsyat dan ombak besar menghempaskan perahu sehingga perahu penuh dengan air.","Kemudian, turunlah angin ribut yang dahsyat. Ombak pun menghambur masuk ke dalam perahu sampai-sampai perahu itu hampir penuh dengan air.",
Markus,4,38,Markus 4:38,وَكَانَ هُوَ فِي ٱلْمُؤَخَّرِ عَلَى وِسَادَةٍ نَائِمًا. فَأَيْقَظُوهُ وَقَالُوا لَهُ: «يَا مُعَلِّمُ، أَمَا يَهُمُّكَ أَنَّنَا نَهْلِكُ؟».,"Namun, Yesus ada di buritan kapal, tidur di atas kasur. Karena itu, mereka membangunkan-Nya dan berkata kepada-Nya, “Guru, tidakkah Engkau peduli kalau kita sedang akan binasa?”","Pada waktu itu, Isa sedang tidur di buritan perahu dengan kepala di atas bantal. Lalu, para pengikut-Nya membangunkan Dia dan berseru kepada-Nya, “Ya Guru, tidakkah Engkau peduli kalau kita binasa?”",
Markus,4,39,Markus 4:39,فَقَامَ وَٱنْتَهَرَ ٱلرِّيحَ، وَقَالَ لِلْبَحْرِ: «ٱسْكُتْ! اِبْكَمْ!». فَسَكَنَتِ ٱلرِّيحُ وَصَارَ هُدُوءٌ عَظِيمٌ.,"Kemudian, Yesus bangun dan menegur angin itu dengan keras, lalu berkata kepada laut, “Tenang! Diamlah!” Lalu, angin itu berhenti dan menjadi sangat tenang.","Maka, bangunlah Isa. Ia menghardik angin itu dan bersabda kepada danau, “Diam, tenanglah!” Angin pun berhenti dan danau itu menjadi teduh sekali.",
Markus,4,40,Markus 4:40,وَقَالَ لَهُمْ: «مَا بَالُكُمْ خَائِفِينَ هَكَذَا؟ كَيْفَ لَا إِيمَانَ لَكُمْ؟».,"Akan tetapi, Dia berkata kepada mereka, “Mengapa kamu takut? Belum punyakah kamu iman?”","Lalu, sabda-Nya kepada mereka, “Mengapa kamu takut? Masihkah kamu belum percaya?”",
Markus,4,41,Markus 4:41,فَخَافُوا خَوْفًا عَظِيمًا، وَقَالُوا بَعْضُهُمْ لِبَعْضٍ: «مَنْ هُوَ هَذَا؟ فَإِنَّ ٱلرِّيحَ أَيْضًا وَٱلْبَحْرَ يُطِيعَانِهِ!».,"Mereka sungguh sangat takut dan berkata satu kepada yang lain, “Siapakah Dia ini? Bahkan angin dan laut pun taat kepada-Nya!”","Mereka menjadi sangat takut dan berkata seorang kepada lainnya, “Siapakah orang ini sehingga angin dan danau pun menuruti perintah-Nya?”",
Markus,5,1,Markus 5:1,وَجَاءُوا إِلَى عَبْرِ ٱلْبَحْرِ إِلَى كُورَةِ ٱلْجَدَرِيِّينَ.,"Mereka sampai di seberang danau, di daerah orang-orang Gadara .","Kemudian, mereka sampai di seberang danau, di daerah orang Gerasa.",
Markus,5,2,Markus 5:2,وَلَمَّا خَرَجَ مِنَ ٱلسَّفِينَةِ لِلْوَقْتِ ٱسْتَقْبَلَهُ مِنَ ٱلْقُبُورِ إِنْسَانٌ بِهِ رُوحٌ نَجِسٌ،,"Ketika Yesus sudah turun dari perahu, dengan segera seorang laki-laki yang dirasuki roh najis keluar dari kuburan menemui Yesus.","Segera setelah Isa turun dari perahu, seorang yang dikuasai setan datang dari tempat pemakaman menemui-Nya.",
Markus,5,3,Markus 5:3,كَانَ مَسْكَنُهُ فِي ٱلْقُبُورِ، وَلَمْ يَقْدِرْ أَحَدٌ أَنْ يَرْبِطَهُ وَلَا بِسَلَاسِلَ،,"Dia tinggal di antara kuburan-kuburan, dan tidak ada orang yang sanggup mengikatnya lagi, bahkan dengan rantai sekalipun.",Orang itu tinggal di tempat pemakaman dan sudah tidak dapat diikat lagi sekalipun dengan rantai,
Markus,5,4,Markus 5:4,لِأَنَّهُ قَدْ رُبِطَ كَثِيرًا بِقُيُودٍ وَسَلَاسِلَ فَقَطَّعَ ٱلسَّلَاسِلَ وَكَسَّرَ ٱلْقُيُودَ، فَلَمْ يَقْدِرْ أَحَدٌ أَنْ يُذَلِّلَهُ.,"Sebab, dia telah sering diikat dengan belenggu dan rantai, tetapi dia memutuskan rantainya dan mematahkan belenggunya. Tidak ada orang yang cukup kuat untuk mengatasinya.","sebab sudah kerap kali ia dipasung dan dirantai, tetapi rantai itu diputuskannya, bahkan pasungannya pun dipatahkannya. Jadi, tidak ada lagi orang yang dapat menjinakkannya.",
Markus,5,5,Markus 5:5,وَكَانَ دَائِمًا لَيْلًا وَنَهَارًا فِي ٱلْجِبَالِ وَفِي ٱلْقُبُورِ، يَصِيحُ وَيُجَرِّحُ نَفْسَهُ بِٱلْحِجَارَةِ.,"Setiap malam dan siang, di tengah-tengah kuburan dan di atas bukit-bukit, dia selalu berteriak-teriak dan melukai dirinya sendiri dengan batu.","Siang dan malam, di tempat pemakaman atau pun di bukit-bukit, ia selalu berteriak-teriak dan menoreh-noreh dirinya dengan batu.",
Markus,5,6,Markus 5:6,فَلَمَّا رَأَى يَسُوعَ مِنْ بَعِيدٍ رَكَضَ وَسَجَدَ لَهُ،,"Ketika orang itu melihat Yesus dari kejauhan, dia berlari dan bersujud di hadapan Yesus.","Ketika ia melihat Isa dari jauh, berlarilah ia dan sujud di hadapan-Nya,",
Markus,5,7,Markus 5:7,وَصَرَخَ بِصَوْتٍ عَظِيمٍ وَقَالَ: «مَا لِي وَلَكَ يَا يَسُوعُ ٱبْنَ ٱللهِ ٱلْعَلِيِّ؟ أَسْتَحْلِفُكَ بِٱللهِ أَنْ لَا تُعَذِّبَنِي!».,"Lalu, dia berteriak dengan suara sekeras mungkin dan berkata, “Apa urusan-Mu dengan aku, Yesus, Anak Allah Yang Mahatinggi? Aku mohon kepada-Mu demi Allah, jangan menyiksaku!”","lalu berteriak dengan nyaring, “Apa sangkut paut-Mu dengan aku, hai Isa, Sang Anak yang datang dari Allah Yang Mahatinggi? Demi Allah, aku mohon kepada-Mu, janganlah mengazab aku!”",
Markus,5,8,Markus 5:8,لِأَنَّهُ قَالَ لَهُ: «ٱخْرُجْ مِنَ ٱلْإِنْسَانِ يَا أَيُّهَا ٱلرُّوحُ ٱلنَّجِسُ».,"Sebab, Yesus telah berkata kepada orang itu, “Keluarlah dari orang ini, hai roh najis!”",Karena sebelumnya Isa bersabda agar setan itu keluar dari orang itu.,
Markus,5,9,Markus 5:9,وَسَأَلَهُ: «مَا ٱسْمُكَ؟». فَأَجَابَ قَائِلًا: «ٱسْمِي لَجِئُونُ، لِأَنَّنَا كَثِيرُونَ».,"Kemudian, Yesus bertanya kepada orang itu, “Siapa namamu?” Ia menjawab, “Namaku Legion karena kami ada banyak.”","Sabda Isa kepadanya, “Siapa namamu?” Jawabnya, “Namaku Legiun sebab jumlah kami banyak.”",
Markus,5,10,Markus 5:10,وَطَلَبَ إِلَيْهِ كَثِيرًا أَنْ لَا يُرْسِلَهُمْ إِلَى خَارِجِ ٱلْكُورَةِ.,Ia memohon dengan sungguh-sungguh supaya Yesus tidak mengusir mereka keluar dari daerah itu.,"Lalu, dimintanya dengan sangat kepada Isa supaya Isa tidak menyuruh mereka pergi dari daerah itu.",
Markus,5,11,Markus 5:11,وَكَانَ هُنَاكَ عِنْدَ ٱلْجِبَالِ قَطِيعٌ كَبِيرٌ مِنَ ٱلْخَنَازِيرِ يَرْعَى،,"Di sana, ada sekawanan besar babi sedang makan di atas bukit,",Pada waktu itu di lereng bukit ada sekawanan besar babi yang sedang mencari makan.,
Markus,5,12,Markus 5:12,فَطَلَبَ إِلَيْهِ كُلُّ ٱلشَّيَاطِينِ قَائِلِينَ: «أَرْسِلْنَا إِلَى ٱلْخَنَازِيرِ لِنَدْخُلَ فِيهَا».,"dan mereka meminta kepada Yesus, katanya, “Suruhlah kami kepada babi-babi itu supaya kami masuk ke dalam mereka.”","Setan-setan itu meminta kepada-Nya, “Izinkanlah kami memasuki babi-babi itu.”",
Markus,5,13,Markus 5:13,فَأَذِنَ لَهُمْ يَسُوعُ لِلْوَقْتِ. فَخَرَجَتِ ٱلْأَرْوَاحُ ٱلنَّجِسَةُ وَدَخَلَتْ فِي ٱلْخَنَازِيرِ، فَٱنْدَفَعَ ٱلْقَطِيعُ مِنْ عَلَى ٱلْجُرْفِ إِلَى ٱلْبَحْرِ. وَكَانَ نَحْوَ أَلْفَيْنِ، فَٱخْتَنَقَ فِي ٱلْبَحْرِ.,"Yesus mengabulkannya. Karena itu, roh-roh najis keluar dan masuk ke babi-babi itu. Kawanan yang berjumlah kira-kira dua ribu itu berlari ke tepi jurang sampai ke danau, lalu tenggelam di dalam danau.","Isa pun meluluskan permintaan mereka, lalu setan-setan itu keluar dan memasuki babi-babi itu. Kawanan babi itu terjun dari tepi tebing ke danau, jumlahnya kira-kira dua ribu ekor. Semuanya mati lemas di danau itu.",
Markus,5,14,Markus 5:14,وَأَمَّا رُعَاةُ ٱلْخَنَازِيرِ فَهَرَبُوا وَأَخْبَرُوا فِي ٱلْمَدِينَةِ وَفِي ٱلضِّيَاعِ. فَخَرَجُوا لِيَرَوْا مَا جَرَى.,"Para penjaga babi melarikan diri dan menceritakan hal itu ke kota dan ke dalam kampung. Dan, orang-orang keluar untuk melihat apa yang telah terjadi.","Orang-orang yang menggembalakan kawanan babi itu berlarian. Mereka memberitahukan hal itu ke kota dan ke desa-desa di sekitarnya, dan orang-orang pun berdatangan untuk melihat apa yang terjadi.",
Markus,5,15,Markus 5:15,وَجَاءُوا إِلَى يَسُوعَ فَنَظَرُوا ٱلْمَجْنُونَ ٱلَّذِي كَانَ فِيهِ ٱللَّجِئُونُ جَالِسًا وَلَابِسًا وَعَاقِلًا، فَخَافُوا.,"Ketika orang-orang itu datang kepada Yesus dan melihat laki-laki yang tadi kerasukan setan, yang mempunyai legion, sedang duduk di sana, dan sudah berpakaian, dan dia sudah kembali waras, mereka menjadi takut.","Mereka semua datang kepada Isa, lalu melihat orang yang dikuasai setan itu duduk, sudah berpakaian dan sudah waras, yaitu orang yang dikuasai Legiun itu. Maka, mereka pun menjadi takut.",
Markus,5,16,Markus 5:16,فَحَدَّثَهُمُ ٱلَّذِينَ رَأَوْا كَيْفَ جَرَى لِلْمَجْنُونِ وَعَنِ ٱلْخَنَازِيرِ.,"Mereka yang menyaksikan kejadian itu, menceritakan kepada orang-orang apa yang telah terjadi dengan orang yang kerasukan roh jahat dan juga tentang babi-babi itu.",Orang-orang yang menyaksikan peristiwa itu menceritakan kepada mereka semua apa yang telah terjadi pada orang yang dikuasai setan dan pada babi-babi itu.,
Markus,5,17,Markus 5:17,فَٱبْتَدَأُوا يَطْلُبُونَ إِلَيْهِ أَنْ يَمْضِيَ مِنْ تُخُومِهِمْ.,"Karena itu, mereka mulai meminta dengan sangat agar Yesus meninggalkan daerah mereka.","Lalu, mereka meminta agar Isa pergi dari daerah mereka.",
Markus,5,18,Markus 5:18,وَلَمَّا دَخَلَ ٱلسَّفِينَةَ طَلَبَ إِلَيْهِ ٱلَّذِي كَانَ مَجْنُونًا أَنْ يَكُونَ مَعَهُ،,"Sementara Yesus sedang naik ke perahu, orang yang tadinya kerasukan roh jahat itu memohon agar dia boleh ikut dengan Yesus.","Pada waktu Isa naik ke perahu, orang yang tadinya dikuasai setan itu memohon kepada Isa supaya ia diperbolehkan ikut dengan-Nya.",
Markus,5,19,Markus 5:19,فَلَمْ يَدَعْهُ يَسُوعُ، بَلْ قَالَ لَهُ: «ٱذْهَبْ إِلَى بَيْتِكَ وَإِلَى أَهْلِكَ، وَأَخْبِرْهُمْ كَمْ صَنَعَ ٱلرَّبُّ بِكَ وَرَحِمَكَ».,"Namun, Yesus tidak mengizinkannya, melainkan berkata kepadanya, “Pergilah ke teman-temanmu. Ceritakan kepada mereka betapa besar yang Tuhan telah lakukan kepadamu dan bagaimana Dia berbelas kasihan kepadamu.”","Tetapi, Isa tidak mengizinkannya. Sabda-Nya kepadanya, “Pulanglah ke rumahmu, kepada sanak saudaramu, dan kabarkanlah kepada mereka segala sesuatu yang telah Tuhan lakukan bagimu dan bagaimana Ia telah mengasihanimu.”",
Markus,5,20,Markus 5:20,فَمَضَى وَٱبْتَدَأَ يُنَادِي فِي ٱلْعَشْرِ ٱلْمُدُنِ كَمْ صَنَعَ بِهِ يَسُوعُ. فَتَعَجَّبَ ٱلْجَمِيعُ.,"Lalu, laki-laki itu pergi dan mulai menceritakan kepada orang-orang di Dekapolis tentang betapa besar perbuatan yang telah Yesus lakukan kepadanya. Dan, semua orang menjadi heran.","Kemudian, pergilah ia dan mulai memberitakan di wilayah Dekapolis segala hal yang telah Isa lakukan untuknya. Semua orang pun menjadi heran.",
Markus,5,21,Markus 5:21,وَلَمَّا ٱجْتَازَ يَسُوعُ فِي ٱلسَّفِينَةِ أَيْضًا إِلَى ٱلْعَبْرِ، ٱجْتَمَعَ إِلَيْهِ جَمْعٌ كَثِيرٌ، وَكَانَ عِنْدَ ٱلْبَحْرِ.,"Ketika Yesus menyeberang lagi dengan perahu ke seberang, orang banyak telah berkumpul di sekitar-Nya, dan Dia berada di tepi danau.","Setelah itu, Isa kembali menyeberang dengan perahu. Sesampainya di seberang, sejumlah besar orang datang mengerumuni-Nya. Ketika Ia berada di tepi danau,",
Markus,5,22,Markus 5:22,وَإِذَا وَاحِدٌ مِنْ رُؤَسَاءِ ٱلْمَجْمَعِ ٱسْمُهُ يَايِرُسُ جَاءَ. وَلَمَّا رَآهُ خَرَّ عِنْدَ قَدَمَيْهِ،,"Lalu, seorang pemimpin sinagoge yang bernama Yairus datang dan ketika melihat Yesus, dia bersujud di kaki-Nya.","datanglah seorang kepala rumah ibadah bernama Yairus. Pada waktu ia melihat Isa, sujudlah ia di hadapan-Nya",
Markus,5,23,Markus 5:23,وَطَلَبَ إِلَيْهِ كَثِيرًا قَائِلًا: «ٱبْنَتِي ٱلصَّغِيرَةُ عَلَى آخِرِ نَسَمَةٍ. لَيْتَكَ تَأْتِي وَتَضَعُ يَدَكَ عَلَيْهَا لِتُشْفَى فَتَحْيَا!».,"Dan, dia memohon dengan sungguh kepada Yesus, katanya, “Anak perempuanku yang masih kecil hampir mati. Datang dan letakkanlah tangan-Mu ke atasnya supaya dia dapat sembuh dan hidup.”","dan memohon dengan sangat kepada-Nya. Ia berkata, “Anakku yang perempuan hampir mati. Datanglah dan tumpangkanlah tangan atasnya supaya ia sembuh dan hidup.”",
Markus,5,24,Markus 5:24,فَمَضَى مَعَهُ وَتَبِعَهُ جَمْعٌ كَثِيرٌ وَكَانُوا يَزْحَمُونَهُ.,Lalu Yesus pergi bersama Yairus. Ada sangat banyak orang yang mengikuti Yesus dan mengerumuni-Nya.,"Kemudian, Isa pergi bersamanya. Sejumlah besar orang mengikuti Dia sambil berdesak-desakan di sekeliling-Nya.",
Markus,5,25,Markus 5:25,وَٱمْرَأَةٌ بِنَزْفِ دَمٍ مُنْذُ ٱثْنَتَيْ عَشْرَةَ سَنَةً،,Ada seorang perempuan yang menderita pendarahan selama dua belas tahun.,"Di antara orang banyak itu, ada seorang perempuan yang sudah dua belas tahun menderita sakit pendarahan.",
Markus,5,26,Markus 5:26,وَقَدْ تَأَلَّمَتْ كَثِيرًا مِنْ أَطِبَّاءَ كَثِيرِينَ، وَأَنْفَقَتْ كُلَّ مَا عِنْدَهَا وَلَمْ تَنْتَفِعْ شَيْئًا، بَلْ صَارَتْ إِلَى حَالٍ أَرْدَأَ.,"Dia sudah banyak menderita di bawah banyak tabib, dan sudah menghabiskan semua hartanya, tetapi dia tidak menjadi lebih baik malah bertambah buruk.","Perempuan ini sudah banyak berobat ke tabib-tabib dan sudah menghabiskan semua hartanya untuk membiayainya, tetapi sedikit pun tidak mendatangkan faedah baginya, bahkan penyakitnya bertambah buruk saja.",
Markus,5,27,Markus 5:27,لَمَّا سَمِعَتْ بِيَسُوعَ، جَاءَتْ فِي ٱلْجَمْعِ مِنْ وَرَاءُ، وَمَسَّتْ ثَوْبَهُ،,"Ketika mendengar tentang Yesus, perempuan itu mendatangi-Nya dari belakang di tengah-tengah kerumunan dan menjamah jubah-Nya.","Ia telah mendengar kabar tentang Isa. Maka, di tengah-tengah kerumunan orang banyak itu didekatinya Isa dari arah belakang, lalu disentuhnya jubah Isa,",
Markus,5,28,Markus 5:28,لِأَنَّهَا قَالَتْ: «إِنْ مَسَسْتُ وَلَوْ ثِيَابَهُ شُفِيتُ».,"Karena pikir perempuan itu, “Kalau saja aku dapat menjamah jubah-Nya, aku akan sembuh.”","karena pikirnya, “Jika aku dapat menyentuh jubah-Nya saja, maka aku akan sembuh.”",
Markus,5,29,Markus 5:29,فَلِلْوَقْتِ جَفَّ يَنْبُوعُ دَمِهَا، وَعَلِمَتْ فِي جِسْمِهَا أَنَّهَا قَدْ بَرِئَتْ مِنَ ٱلدَّاءِ.,"Segera pendarahannya berhenti, dan dia merasakan bahwa badannya sudah sembuh dari penyakitnya.","Lalu, saat itu juga berhentilah pendarahannya dan ia merasa bahwa tubuhnya sudah sembuh dari penyakit.",
Markus,5,30,Markus 5:30,فَلِلْوَقْتِ ٱلْتَفَتَ يَسُوعُ بَيْنَ ٱلْجَمْعِ شَاعِرًا فِي نَفْسِهِ بِٱلْقُوَّةِ ٱلَّتِي خَرَجَتْ مِنْهُ، وَقَالَ: «مَنْ لَمَسَ ثِيَابِي؟».,Segera Yesus menyadari ada kuasa yang telah keluar dari-Nya. Dia menoleh ke antara kerumunan itu dan berkata: “Siapa yang menyentuh jubah-Ku?”,"Bersamaan dengan itu, Isa mengetahui bahwa dari dalam diri-Nya telah keluar kekuatan. Kemudian, Ia berpaling ke arah orang banyak itu dan bertanya, “Siapa yang menyentuh jubah-Ku?”",
Markus,5,31,Markus 5:31,فَقَالَ لَهُ تَلَامِيذُهُ: «أَنْتَ تَنْظُرُ ٱلْجَمْعَ يَزْحَمُكَ، وَتَقُولُ: مَنْ لَمَسَنِي؟».,"Akan tetapi, murid-murid-Nya berkata kepada-Nya, “Engkau melihat kerumunan orang banyak yang mendesak-desak-Mu dan Engkau berkata, ‘Siapa yang menjamah-Ku?’”","Jawab para pengikut-Nya, “Ya Junjungan, Engkau melihat bagaimana orang banyak ini berdesak-desakan di sekeliling-Mu, tetapi Engkau bertanya, ‘Siapa yang menyentuh Aku?’”",
Markus,5,32,Markus 5:32,وَكَانَ يَنْظُرُ حَوْلَهُ لِيَرَى ٱلَّتِي فَعَلَتْ هَذَا.,"Lalu, Yesus memandangi sekeliling untuk melihat siapa yang telah melakukannya.",Isa memandang ke sekeliling-Nya untuk mencari tahu siapa orang yang telah melakukan hal itu.,
Markus,5,33,Markus 5:33,وَأَمَّا ٱلْمَرْأَةُ فَجَاءَتْ وَهِيَ خَائِفَةٌ وَمُرْتَعِدَةٌ، عَالِمَةً بِمَا حَصَلَ لَهَا، فَخَرَّتْ وَقَالَتْ لَهُ ٱلْحَقَّ كُلَّهُ.,"Namun, perempuan yang mengetahui apa yang telah terjadi pada dirinya itu datang dengan takut dan gemetar, dan jatuh bersujud di hadapan Yesus dan menceritakan kepada-Nya seluruh kebenaran.","Kemudian, perempuan itu mendekat dengan rasa takut dan gentar karena apa yang terjadi padanya telah diketahui. Ia sujud di hadapan Isa dan menceritakan segala sesuatunya dengan sejujurnya.",
Markus,5,34,Markus 5:34,فَقَالَ لَهَا: «يَا ٱبْنَةُ، إِيمَانُكِ قَدْ شَفَاكِ، ٱذْهَبِي بِسَلَامٍ وَكُونِي صَحِيحَةً مِنْ دَائِكِ».,"Kemudian, Yesus berkata kepada perempuan itu, “Anak-Ku, imanmu telah menyelamatkanmu. Pergilah dalam damai dan sembuhlah dari penyakitmu.”","Sabda Isa kepadanya, “Hai anak-Ku, imanmu telah membuatmu sembuh. Pulanglah dengan sejahtera dan sembuhlah dari penyakitmu!”",
Markus,5,35,Markus 5:35,وَبَيْنَمَا هُوَ يَتَكَلَّمُ جَاءُوا مِنْ دَارِ رَئِيسِ ٱلْمَجْمَعِ قَائِلِينَ: «ٱبْنَتُكَ مَاتَتْ. لِمَاذَا تُتْعِبُ ٱلْمُعَلِّمَ بَعْدُ؟».,"Sementara Yesus masih berbicara, beberapa orang dari rumah kepala sinagoge datang dan berkata, “Anakmu sudah mati. Mengapa masih mengganggu Guru lagi?”","Sementara Isa masih berbicara, datanglah orang-orang suruhan dari keluarga kepala rumah ibadah itu. Mereka berkata, “Anakmu sudah meninggal. Mengapa engkau masih juga menyusahkan Guru?”",
Markus,5,36,Markus 5:36,فَسَمِعَ يَسُوعُ لِوَقْتِهِ ٱلْكَلِمَةَ ٱلَّتِي قِيلَتْ، فَقَالَ لِرَئِيسِ ٱلْمَجْمَعِ: «لَا تَخَفْ! آمِنْ فَقَطْ».,"Akan tetapi, mendengar apa yang mereka katakan, Yesus berkata kepada kepala sinagoge itu, “Jangan takut, percaya saja.”","Tetapi, tanpa mempedulikan perkataan mereka, Isa bersabda kepada kepala rumah ibadah itu, “Jangan takut, percayalah!”",
Markus,5,37,Markus 5:37,وَلَمْ يَدَعْ أَحَدًا يَتْبَعُهُ إِلَّا بُطْرُسَ وَيَعْقُوبَ، وَيُوحَنَّا أَخَا يَعْقُوبَ.,"Lalu, Yesus tidak mengizinkan seorang pun mengikuti-Nya, kecuali Petrus, dan Yakobus, dan Yohanes, saudara Yakobus.","Isa tidak mengizinkan seorang pun ikut bersama-Nya, kecuali Petrus, Yakub, dan Yahya, saudara Yakub.",
Markus,5,38,Markus 5:38,فَجَاءَ إِلَى بَيْتِ رَئِيسِ ٱلْمَجْمَعِ وَرَأَى ضَجِيجًا. يَبْكُونَ وَيُوَلْوِلُونَ كَثِيرًا.,"Sesampainya di rumah kepala sinagoge itu, Dia melihat keributan, dan orang-orang menangis serta meratap dengan suara yang keras.","Setelah sampai di tempat tinggal kepala rumah ibadah itu, Isa melihat orang-orang yang berkabung. Mereka menangis dan meratap dengan suara nyaring.",
Markus,5,39,Markus 5:39,فَدَخَلَ وَقَالَ لَهُمْ: «لِمَاذَا تَضِجُّونَ وَتَبْكُونَ؟ لَمْ تَمُتِ ٱلصَّبِيَّةُ لَكِنَّهَا نَائِمَةٌ».,"Ketika Yesus masuk, Dia berkata kepada mereka, “Mengapa kamu ribut dan menangis? Anak itu tidak mati, tetapi sedang tidur.”","Setelah masuk, Ia bersabda kepada mereka, “Mengapa kamu berkabung dan meratap? Anak ini tidak mati, tetapi tidur.”",
Markus,5,40,Markus 5:40,فَضَحِكُوا عَلَيْهِ. أَمَّا هُوَ فَأَخْرَجَ ٱلْجَمِيعَ، وَأَخَذَ أَبَا ٱلصَّبِيَّةِ وَأُمَّهَا وَٱلَّذِينَ مَعَهُ وَدَخَلَ حَيْثُ كَانَتِ ٱلصَّبِيَّةُ مُضْطَجِعَةً،,"Namun, mereka menertawakan Yesus. Lalu, Dia menyuruh mereka semua keluar dan mengajak ayah dan ibu anak itu, serta orang-orang yang bersama-Nya, untuk masuk ke ruangan tempat anak kecil itu berada.","Mereka pun menertawakan-Nya. Isa menyuruh orang-orang itu keluar, lalu ayah dan ibu dari anak itu serta orang-orang yang menyertai-Nya dibawa-Nya masuk ke dalam kamar anak itu.",
Markus,5,41,Markus 5:41,وَأَمْسَكَ بِيَدِ ٱلصَّبِيَّةِ وَقَالَ لَهَا: «طَلِيثَا، قُومِي!». ٱلَّذِي تَفْسِيرُهُ: يَا صَبِيَّةُ، لَكِ أَقُولُ: قُومِي!,"Kemudian, Dia memegang tangan anak itu dan berkata kepadanya, “Talita kum!” , yang artinya, “Gadis kecil, Aku berkata kepadamu, bangunlah!”","Ia memegang tangan anak perempuan itu dan bersabda, “Talita kum,” yang artinya, “Hai anak perempuan, Aku berkata kepadamu, bangunlah!”",
Markus,5,42,Markus 5:42,وَلِلْوَقْتِ قَامَتِ ٱلصَّبِيَّةُ وَمَشَتْ، لِأَنَّهَا كَانَتِ ٱبْنَةَ ٱثْنَتَيْ عَشْرَةَ سَنَةً. فَبُهِتُوا بَهْتًا عَظِيمًا.,"Dengan segera, anak perempuan itu berdiri dan mulai berjalan-jalan, karena dia sudah berumur dua belas tahun, dan mereka semua diliputi rasa sangat takjub.","Anak itu segera bangun, lalu berjalan karena umurnya sudah dua belas tahun. Mereka semua menjadi sangat heran!",
Markus,5,43,Markus 5:43,فَأَوْصَاهُمْ كَثِيرًا أَنْ لَا يَعْلَمَ أَحَدٌ بِذَلِكَ. وَقَالَ أَنْ تُعْطَى لِتَأْكُلَ.,"Lalu, Yesus memberi perintah dengan tegas kepada mereka agar jangan ada seorang pun yang mengetahui hal ini, dan mengatakan kepada mereka agar memberi anak itu makan.","Dengan keras Isa melarang mereka supaya jangan ada seorang pun yang mengetahui hal itu. Lalu, disuruh-Nya mereka memberi makan anak perempuan itu.",
Markus,6,1,Markus 6:1,وَخَرَجَ مِنْ هُنَاكَ وَجَاءَ إِلَى وَطَنِهِ وَتَبِعَهُ تَلَامِيذُهُ.,"Kemudian, Yesus pergi dari sana dan sampai di kota asal-Nya, dan murid-murid-Nya mengikuti Dia.","Kemudian, Isa pergi dari situ disertai para pengikut-Nya, dan tiba di kota asal-Nya.",
