Book,Chapter,Verse,Ref,Arabic,Indonesian,KitabSuci,Notes
Yohanes,5,43,Yohanes 5:43,أَنَا قَدْ أَتَيْتُ بِٱسْمِ أَبِي وَلَسْتُمْ تَقْبَلُونَنِي. إِنْ أَتَى آخَرُ بِٱسْمِ نَفْسِهِ فَذَلِكَ تَقْبَلُونَهُ.,"Aku datang atas nama Bapa-Ku, tetapi kamu tidak menerima Aku. Jika orang lain datang atas nama mereka sendiri, kamu akan menerimanya.","Aku datang atas nama Bapa-Ku, tetapi kamu tidak menerima Aku. Padahal jika ada orang lain datang atas namanya sendiri, kamu menerimanya.",
Yohanes,5,44,Yohanes 5:44,كَيْفَ تَقْدِرُونَ أَنْ تُؤْمِنُوا وَأَنْتُمْ تَقْبَلُونَ مَجْدًا بَعْضُكُمْ مِنْ بَعْضٍ، وَٱلْمَجْدُ ٱلَّذِي مِنَ ٱلْإِلَهِ ٱلْوَاحِدِ لَسْتُمْ تَطْلُبُونَهُ؟,Bagaimanakah kamu dapat percaya jika kamu menerima pujian dari seorang akan yang lain dan tidak mencari pujian yang datang dari Allah yang Esa?,Bagaimana kamu dapat percaya kalau kamu mencari hormat dari sesamamu dan tidak mencari hormat dari Allah Yang Esa?,
Yohanes,5,45,Yohanes 5:45,«لَا تَظُنُّوا أَنِّي أَشْكُوكُمْ إِلَى ٱلْآبِ. يُوجَدُ ٱلَّذِي يَشْكُوكُمْ وَهُوَ مُوسَى، ٱلَّذِي عَلَيْهِ رَجَاؤُكُمْ.,"Jangan menyangka bahwa Aku akan mendakwamu di hadapan Bapa; yang mendakwamu adalah Musa, yaitu orang yang kepadanya kamu berharap.",Jangan kamu menyangka bahwa Aku akan mendakwa kamu di hadapan Sang Bapa. Musalah yang akan mendakwa kamu karena kepadanyalah kamu berharap.,
Yohanes,5,46,Yohanes 5:46,لِأَنَّكُمْ لَوْ كُنْتُمْ تُصَدِّقُونَ مُوسَى لَكُنْتُمْ تُصَدِّقُونَنِي، لِأَنَّهُ هُوَ كَتَبَ عَنِّي.,"Sebab, jika kamu percaya kepada Musa, kamu harusnya percaya kepada-Ku karena Musa menulis tentang Aku .","Jika kamu percaya kepada Musa, tentu kamu akan percaya juga kepada-Ku karena Musa telah menulis tentang Aku.",
Yohanes,5,47,Yohanes 5:47,فَإِنْ كُنْتُمْ لَسْتُمْ تُصَدِّقُونَ كُتُبَ ذَاكَ، فَكَيْفَ تُصَدِّقُونَ كَلَامِي؟».,"Akan tetapi, jika kamu tidak percaya pada apa yang Musa tulis, bagaimana mungkin kamu percaya pada perkataan-Ku?”","Tetapi, jika kamu tidak percaya pada apa yang telah ditulis oleh Musa, bagaimanakah kamu akan percaya pada apa yang Kukatakan?”",
Yohanes,6,1,Yohanes 6:1,بَعْدَ هَذَا مَضَى يَسُوعُ إِلَى عَبْرِ بَحْرِ ٱلْجَلِيلِ، وَهُوَ بَحْرُ طَبَرِيَّةَ.,"Setelah itu, Yesus menyeberangi Danau Galilea, yaitu Danau Tiberias .","Sesudah itu, Isa pergi ke seberang Danau Galilea, yaitu Danau Tiberias.",
Yohanes,6,2,Yohanes 6:2,وَتَبِعَهُ جَمْعٌ كَثِيرٌ لِأَنَّهُمْ أَبْصَرُوا آيَاتِهِ ٱلَّتِي كَانَ يَصْنَعُهَا فِي ٱلْمَرْضَى.,Banyak orang mengikuti Dia karena mereka melihat tanda-tanda ajaib yang Dia lakukan terhadap orang-orang sakit.,Sejumlah besar orang mengikuti Dia sebab mereka telah melihat semua tanda ajaib yang dibuat-Nya terhadap orang-orang sakit.,
Yohanes,6,3,Yohanes 6:3,فَصَعِدَ يَسُوعُ إِلَى جَبَلٍ وَجَلَسَ هُنَاكَ مَعَ تَلَامِيذِهِ.,"Kemudian, Yesus naik ke atas bukit dan duduk di sana bersama murid-murid-Nya.",Isa naik ke sebuah bukit dan duduk di situ bersama para pengikut-Nya.,
Yohanes,6,4,Yohanes 6:4,وَكَانَ ٱلْفِصْحُ، عِيدُ ٱلْيَهُودِ، قَرِيبًا.,"Pada saat itu, perayaan Paskah orang Yahudi sudah dekat.","Pada waktu itu Paskah, yaitu hari raya bani Israil, hampir tiba.",
Yohanes,6,5,Yohanes 6:5,فَرَفَعَ يَسُوعُ عَيْنَيْهِ وَنَظَرَ أَنَّ جَمْعًا كَثِيرًا مُقْبِلٌ إِلَيْهِ، فَقَالَ لِفِيلُبُّسَ: «مِنْ أَيْنَ نَبْتَاعُ خُبْزًا لِيَأْكُلَ هَؤُلَاءِ؟».,"Sambil memandang ke sekeliling-Nya dan melihat orang banyak datang kepada-Nya, Yesus berkata kepada Filipus, “Di manakah kita dapat membeli roti supaya orang-orang itu dapat makan?”","Ketika Isa melayangkan pandangan-Nya dan melihat sejumlah besar orang datang kepada-Nya, bersabdalah Ia kepada Filipus, “Di manakah kita dapat membeli roti supaya mereka semua dapat makan?”",
Yohanes,6,6,Yohanes 6:6,وَإِنَّمَا قَالَ هَذَا لِيَمْتَحِنَهُ، لِأَنَّهُ هُوَ عَلِمَ مَا هُوَ مُزْمِعٌ أَنْ يَفْعَلَ.,Yesus mengatakan hal itu untuk menguji Filipus karena sebenarnya Dia sendiri tahu apa yang akan Dia lakukan.,Maksud Isa bersabda begitu adalah untuk menguji Filipus karena Ia sendiri tahu apa yang hendak dilakukan-Nya.,
Yohanes,6,7,Yohanes 6:7,أَجَابَهُ فِيلُبُّسُ: «لَا يَكْفِيهِمْ خُبْزٌ بِمِئَتَيْ دِينَارٍ لِيَأْخُذَ كُلُّ وَاحِدٍ مِنْهُمْ شَيْئًا يَسِيرًا».,"Filipus menjawab, “Roti seharga 200 dinar tidak akan cukup untuk mereka, sekalipun masing-masing hanya mendapat sepotong kecil.”","Jawab Filipus kepada-Nya, “Roti seharga dua ratus dinar tidak akan cukup bagi mereka sekalipun masing-masing hanya mendapat sedikit.”",
Yohanes,6,8,Yohanes 6:8,قَالَ لَهُ وَاحِدٌ مِنْ تَلَامِيذِهِ، وَهُوَ أَنْدَرَاوُسُ أَخُو سِمْعَانَ بُطْرُسَ:,"Salah seorang murid-Nya, yaitu Andreas, saudara Simon Petrus, berkata kepada Yesus,","Salah seorang pengikut-Nya, yaitu Andreas, saudara Simon Petrus, berkata kepada-Nya,",
Yohanes,6,9,Yohanes 6:9,«هُنَا غُلَامٌ مَعَهُ خَمْسَةُ أَرْغِفَةِ شَعِيرٍ وَسَمَكَتَانِ، وَلَكِنْ مَا هَذَا لِمِثْلِ هَؤُلَاءِ؟».,"“Di sini, ada seorang anak yang mempunyai lima roti jelai dan dua ikan, tetapi apa artinya itu untuk orang sebanyak ini?”","“Di sini ada seorang anak laki-laki yang membawa lima roti dan dua ikan, tetapi apa artinya untuk orang sebanyak ini?”",
Yohanes,6,10,Yohanes 6:10,فَقَالَ يَسُوعُ: «ٱجْعَلُوا ٱلنَّاسَ يَتَّكِئُونَ». وَكَانَ فِي ٱلْمَكَانِ عُشْبٌ كَثِيرٌ، فَٱتَّكَأَ ٱلرِّجَالُ وَعَدَدُهُمْ نَحْوُ خَمْسَةِ آلَافٍ.,"Yesus berkata, “Suruhlah semua orang untuk duduk.” Di tempat itu, banyak rumput, jadi orang-orang itu duduk kira-kira lima ribu laki-laki jumlahnya.","Sabda Isa, “Suruhlah mereka duduk.” Di tempat itu ada banyak rumput. Lalu, duduklah mereka di situ. Jumlah mereka kira-kira lima ribu orang laki-laki.",
Yohanes,6,11,Yohanes 6:11,وَأَخَذَ يَسُوعُ ٱلْأَرْغِفَةَ وَشَكَرَ، وَوَزَّعَ عَلَى ٱلتَّلَامِيذِ، وَٱلتَّلَامِيذُ أَعْطَوْا ٱلْمُتَّكِئِينَ. وَكَذَلِكَ مِنَ ٱلسَّمَكَتَيْنِ بِقَدْرِ مَا شَاءُوا.,"Kemudian, Yesus mengambil roti-roti itu dan setelah mengucap syukur, Dia membagikan roti-roti itu kepada mereka yang duduk; demikian juga dilakukan-Nya terhadap ikan-ikan itu sebanyak yang mereka inginkan.","Lalu, Isa mengambil roti, mengucap syukur, dan membagikannya kepada orang-orang yang duduk di situ. Hal yang sama dilakukan-Nya pula dengan ikan itu, Ia membagikannya kepada mereka sebanyak yang mereka kehendaki.",
Yohanes,6,12,Yohanes 6:12,فَلَمَّا شَبِعُوا، قَالَ لِتَلَامِيذِهِ: «ٱجْمَعُوا ٱلْكِسَرَ ٱلْفَاضِلَةَ لِكَيْ لَا يَضِيعَ شَيْءٌ».,"Ketika semua orang sudah kenyang, Yesus berkata kepada murid-murid-Nya, “Kumpulkanlah potongan-potongan yang tersisa supaya tidak ada yang terbuang.”","Setelah semuanya kenyang, bersabdalah Isa kepada pengikut-pengikut-Nya, “Kumpulkanlah potongan-potongan kelebihannya supaya jangan ada satu pun yang terbuang.”",
Yohanes,6,13,Yohanes 6:13,فَجَمَعُوا وَمَلَأُوا ٱثْنَتَيْ عَشْرَةَ قُفَّةً مِنَ ٱلْكِسَرِ، مِنْ خَمْسَةِ أَرْغِفَةِ ٱلشَّعِيرِ، ٱلَّتِي فَضَلَتْ عَنِ ٱلْآكِلِينَ.,"Karena itu, para murid mengumpulkannya dan mengisi dua belas keranjang dengan potongan-potongan dari lima roti jelai yang ditinggalkan mereka yang selesai makan.","Lalu, mereka mengumpulkannya, dan ternyata setelah semua orang makan dari potongan lima roti itu, ada dua belas bakul kelebihannya.",
Yohanes,6,14,Yohanes 6:14,فَلَمَّا رَأَى ٱلنَّاسُ ٱلْآيَةَ ٱلَّتِي صَنَعَهَا يَسُوعُ قَالُوا: «إِنَّ هَذَا هُوَ بِٱلْحَقِيقَةِ ٱلنَّبِيُّ ٱلْآتِي إِلَى ٱلْعَالَمِ!».,"Ketika orang-orang itu melihat tanda ajaib yang dilakukan Yesus, mereka berkata, “Dia ini pasti Nabi yang dijanjikan akan datang ke dunia.”","Ketika mereka melihat tanda ajaib yang dilakukan oleh Isa, berkatalah mereka, “Dia benar-benar nabi yang akan datang ke dunia ini.”",
Yohanes,6,15,Yohanes 6:15,وَأَمَّا يَسُوعُ فَإِذْ عَلِمَ أَنَّهُمْ مُزْمِعُونَ أَنْ يَأْتُوا وَيَخْتَطِفُوهُ لِيَجْعَلُوهُ مَلِكًا، ٱنْصَرَفَ أَيْضًا إِلَى ٱلْجَبَلِ وَحْدَهُ.,"Karena mengetahui bahwa orang banyak itu berencana datang dan memaksa Dia menjadi Raja atas mereka, Yesus menyingkir lagi ke bukit seorang diri.","Isa pun tahu bahwa mereka akan datang dan membawa Dia untuk menjadikan-Nya raja. Oleh karena itu, menyingkirlah Isa ke bukit seorang diri saja.",
Yohanes,6,16,Yohanes 6:16,وَلَمَّا كَانَ ٱلْمَسَاءُ نَزَلَ تَلَامِيذُهُ إِلَى ٱلْبَحْرِ،,"Ketika hari sudah mulai malam, para murid turun menuju ke danau,","Setelah magrib, para pengikut Isa turun ke danau,",
Yohanes,6,17,Yohanes 6:17,فَدَخَلُوا ٱلسَّفِينَةَ وَكَانُوا يَذْهَبُونَ إِلَى عَبْرِ ٱلْبَحْرِ إِلَى كَفْرِنَاحُومَ. وَكَانَ ٱلظَّلَامُ قَدْ أَقْبَلَ، وَلَمْ يَكُنْ يَسُوعُ قَدْ أَتَى إِلَيْهِمْ.,"dan setelah naik ke perahu, mereka mulai menyeberangi danau menuju Kapernaum. Hari sudah mulai gelap, tetapi Yesus belum juga datang menemui mereka.","lalu naik perahu, hendak menyeberang ke Kapernaum. Hari sudah gelap, tetapi Isa belum juga datang menemui mereka.",
Yohanes,6,18,Yohanes 6:18,وَهَاجَ ٱلْبَحْرُ مِنْ رِيحٍ عَظِيمَةٍ تَهُبُّ.,Danau mulai bergelora karena angin yang sangat kuat bertiup.,Pada waktu itu air danau mulai berombak sebab angin bertiup dengan kencang.,
Yohanes,6,19,Yohanes 6:19,فَلَمَّا كَانُوا قَدْ جَذَّفُوا نَحْوَ خَمْسٍ وَعِشْرِينَ أَوْ ثَلَاثِينَ غَلْوَةً، نَظَرُوا يَسُوعَ مَاشِيًا عَلَى ٱلْبَحْرِ مُقْتَرِبًا مِنَ ٱلسَّفِينَةِ، فَخَافُوا.,"Kemudian, ketika mereka telah mendayung perahu sejauh sekitar 25 atau 30 stadia , mereka melihat Yesus berjalan di atas danau dan mendekati perahu sehingga mereka ketakutan.","Setelah mendayung perahu kira-kira lima atau enam kilometer, mereka melihat Isa berjalan di atas air danau itu, datang mendekati perahu mereka. Mereka menjadi takut.",
Yohanes,6,20,Yohanes 6:20,فَقَالَ لَهُمْ: «أَنَا هُوَ، لَا تَخَافُوا!».,"Namun, Yesus berkata kepada mereka, “Ini Aku, jangan takut!”","Tetapi, sabda Isa kepada mereka, “Jangan takut, ini Aku!”",
Yohanes,6,21,Yohanes 6:21,فَرَضُوا أَنْ يَقْبَلُوهُ فِي ٱلسَّفِينَةِ. وَلِلْوَقْتِ صَارَتِ ٱلسَّفِينَةُ إِلَى ٱلْأَرْضِ ٱلَّتِي كَانُوا ذَاهِبِينَ إِلَيْهَا.,"Lalu, mereka ingin menaikkan Dia ke dalam perahu, dan tiba-tiba perahu itu sudah sampai ke tempat yang mereka tuju.","Baru saja mereka mau menyambut Dia naik ke perahu, seketika itu juga perahu sampai di seberang, di tempat yang mereka tuju.",
Yohanes,6,22,Yohanes 6:22,وَفِي ٱلْغَدِ لَمَّا رَأَى ٱلْجَمْعُ ٱلَّذِينَ كَانُوا وَاقِفِينَ فِي عَبْرِ ٱلْبَحْرِ أَنَّهُ لَمْ تَكُنْ هُنَاكَ سَفِينَةٌ أُخْرَى سِوَى وَاحِدَةٍ، وَهِيَ تِلْكَ ٱلَّتِي دَخَلَهَا تَلَامِيذُهُ، وَأَنَّ يَسُوعَ لَمْ يَدْخُلِ ٱلسَّفِينَةَ مَعَ تَلَامِيذِهِ بَلْ مَضَى تَلَامِيذُهُ وَحْدَهُمْ.,"Keesokan harinya, orang banyak yang masih berdiri di seberang danau melihat bahwa tidak ada perahu lain di situ, kecuali satu perahu saja yang murid-murid telah masuk ke dalamnya. Namun, Yesus tidak ikut masuk ke dalam perahu itu bersama dengan para murid-Nya yang telah berangkat sendiri.","Esoknya, orang banyak yang berdiri di seberang danau itu menyadari bahwa tadinya hanya ada satu perahu di situ, dan bahwa Isa tidak naik perahu itu bersama para pengikut-Nya, melainkan para pengikut-Nya saja yang berangkat.",
Yohanes,6,23,Yohanes 6:23,غَيْرَ أَنَّهُ جَاءَتْ سُفُنٌ مِنْ طَبَرِيَّةَ إِلَى قُرْبِ ٱلْمَوْضِعِ ٱلَّذِي أَكَلُوا فِيهِ ٱلْخُبْزَ، إِذْ شَكَرَ ٱلرَّبُّ.,"Kemudian, datang perahu-perahu lain dari Tiberias ke dekat tempat orang-orang itu makan roti setelah Tuhan mengucap syukur.","Tetapi, ada juga perahu-perahu lain dari Tiberias yang datang ke dekat tempat itu, yaitu tempat mereka makan roti setelah Sang Junjungan mengucap syukur.",
Yohanes,6,24,Yohanes 6:24,فَلَمَّا رَأَى ٱلْجَمْعُ أَنَّ يَسُوعَ لَيْسَ هُوَ هُنَاكَ وَلَا تَلَامِيذُهُ، دَخَلُوا هُمْ أَيْضًا ٱلسُّفُنَ وَجَاءُوا إِلَى كَفْرِنَاحُومَ يَطْلُبُونَ يَسُوعَ.,"Ketika orang banyak melihat bahwa Yesus dan para murid-Nya tidak ada lagi di situ, mereka naik ke perahu-perahu itu dan berangkat ke Kapernaum untuk mencari Yesus.","Oleh karena itu, ketika orang banyak itu menyadari bahwa Isa tidak ada di situ demikian juga para pengikut-Nya, mereka pun naik ke perahu-perahu yang ada, lalu pergi ke Kapernaum untuk mencari Isa.",
Yohanes,6,25,Yohanes 6:25,وَلَمَّا وَجَدُوهُ فِي عَبْرِ ٱلْبَحْرِ، قَالُوا لَهُ: «يَا مُعَلِّمُ، مَتَى صِرْتَ هُنَا؟».,"Sewaktu orang banyak itu menemukan Yesus di seberang danau, mereka bertanya kepada-Nya, “Rabi, kapan Engkau tiba di sini?”","Setelah orang banyak itu mendapati Isa di seberang danau, mereka bertanya kepada-Nya, “Wahai Guru, sejak kapan Engkau berada di sini?”",
Yohanes,6,26,Yohanes 6:26,أَجَابَهُمْ يَسُوعُ وَقَالَ: «ٱلْحَقَّ ٱلْحَقَّ أَقُولُ لَكُمْ: أَنْتُمْ تَطْلُبُونَنِي لَيْسَ لِأَنَّكُمْ رَأَيْتُمْ آيَاتٍ، بَلْ لِأَنَّكُمْ أَكَلْتُمْ مِنَ ٱلْخُبْزِ فَشَبِعْتُمْ.,"Yesus menjawab mereka dan berkata, “Sesungguhnya, Aku berkata kepadamu, kamu mencari Aku bukan karena kamu telah melihat tanda-tanda ajaib, melainkan karena kamu telah makan roti sampai kenyang.","Sabda Isa kepada mereka, “Sesungguhnya, Aku berkata kepadamu, kamu mencari Aku bukan karena kamu telah melihat tanda-tanda ajaib, melainkan karena kamu telah makan roti hingga kenyang.",
Yohanes,6,27,Yohanes 6:27,اِعْمَلُوا لَا لِلطَّعَامِ ٱلْبَائِدِ، بَلْ لِلطَّعَامِ ٱلْبَاقِي لِلْحَيَاةِ ٱلْأَبَدِيَّةِ ٱلَّذِي يُعْطِيكُمُ ٱبْنُ ٱلْإِنْسَانِ، لِأَنَّ هَذَا ٱللهُ ٱلْآبُ قَدْ خَتَمَهُ».,"Jangan bekerja untuk mencari makanan yang dapat binasa, melainkan untuk makanan yang dapat bertahan sampai hidup yang kekal, yang Anak Manusia akan berikan kepadamu karena kepada Anak Manusia itu, Bapa, yaitu Allah, telah memberikan pengesahan-Nya.”","Jangan bekerja demi makanan yang akan binasa, tetapi bekerjalah demi makanan yang tetap bertahan sampai kehidupan yang kekal, yang akan diberikan oleh Anak Manusia karena Dialah yang ditetapkan oleh Sang Bapa, yaitu Allah.”",
Yohanes,6,28,Yohanes 6:28,فَقَالُوا لَهُ: «مَاذَا نَفْعَلُ حَتَّى نَعْمَلَ أَعْمَالَ ٱللهِ؟».,"Lalu, orang banyak itu bertanya kepada Yesus, “Apa yang harus kami lakukan supaya kami mengerjakan pekerjaan yang dikehendaki Allah?”","Lalu, mereka bertanya kepada-Nya, “Apa yang harus kami lakukan untuk melaksanakan pekerjaan yang dikehendaki Allah?”",
Yohanes,6,29,Yohanes 6:29,أَجَابَ يَسُوعُ وَقَالَ لَهُمْ: «هَذَا هُوَ عَمَلُ ٱللهِ: أَنْ تُؤْمِنُوا بِٱلَّذِي هُوَ أَرْسَلَهُ».,"Yesus menjawab dan berkata kepada mereka, “Inilah pekerjaan yang diinginkan Allah: percayalah kepada Dia yang sudah diutus Allah.”","Sabda Isa kepada mereka, “Inilah pekerjaan yang dikehendaki Allah, yaitu supaya kamu percaya kepada Dia yang diutus oleh-Nya.”",
Yohanes,6,30,Yohanes 6:30,فَقَالُوا لَهُ: «فَأَيَّةَ آيَةٍ تَصْنَعُ لِنَرَى وَنُؤْمِنَ بِكَ؟ مَاذَا تَعْمَلُ؟,"Mereka bertanya kepada-Nya, “Kalau begitu, tanda ajaib apakah yang akan Engkau lakukan supaya kami melihat dan percaya kepada-Mu? Pekerjaan apa yang Engkau lakukan?","Lalu, kata mereka kepada Isa, “Tanda ajaib apa yang Engkau adakan supaya kami dapat melihat dan percaya kepada-Mu? Apa yang Engkau kerjakan?",
Yohanes,6,31,Yohanes 6:31,آبَاؤُنَا أَكَلُوا ٱلْمَنَّ فِي ٱلْبَرِّيَّةِ، كَمَا هُوَ مَكْتُوبٌ: أَنَّهُ أَعْطَاهُمْ خُبْزًا مِنَ ٱلسَّمَاءِ لِيَأْكُلُوا».,"Nenek moyang kami makan manna di padang belantara, seperti yang tertulis, ‘Ia memberi mereka roti dari surga untuk dimakan .’”","Nenek moyang kami makan manna pada waktu di padang belantara, seperti telah tertulis, ‘Mereka diberi-Nya makan roti dari surga.’”",
Yohanes,6,32,Yohanes 6:32,فَقَالَ لَهُمْ يَسُوعُ: «ٱلْحَقَّ ٱلْحَقَّ أَقُولُ لَكُمْ: لَيْسَ مُوسَى أَعْطَاكُمُ ٱلْخُبْزَ مِنَ ٱلسَّمَاءِ، بَلْ أَبِي يُعْطِيكُمُ ٱلْخُبْزَ ٱلْحَقِيقِيَّ مِنَ ٱلسَّمَاءِ،,"Yesus berkata kepada mereka, “Sesungguhnya, Aku berkata kepadamu, bukan Musa yang memberimu roti dari surga, melainkan Bapa-Kulah yang memberimu roti yang sejati dari surga.","Lalu, sabda Isa kepada mereka, “Sesungguhnya, Aku berkata kepadamu, bukan Musa yang memberi kamu roti dari surga itu, melainkan Bapa-Ku yang memberikan kepadamu roti yang sesungguhnya dari surga.",
Yohanes,6,33,Yohanes 6:33,لِأَنَّ خُبْزَ ٱللهِ هُوَ ٱلنَّازِلُ مِنَ ٱلسَّمَاءِ ٱلْوَاهِبُ حَيَاةً لِلْعَالَمِ».,"Sebab, Roti dari Allah adalah Dia yang turun dari surga dan memberi hidup kepada dunia.”",Karena roti yang berasal dari Allah adalah Dia yang turun dari surga dan yang memberi hidup kepada dunia.”,
Yohanes,6,34,Yohanes 6:34,فَقَالُوا لَهُ: «يَا سَيِّدُ، أَعْطِنَا فِي كُلِّ حِينٍ هَذَا ٱلْخُبْزَ».,"Mereka berkata kepada-Nya, “Tuhan, berilah kami roti itu senantiasa.”","Lalu, kata mereka kepada-Nya, “Tuan, berilah kami roti itu senantiasa.”",
Yohanes,6,35,Yohanes 6:35,فَقَالَ لَهُمْ يَسُوعُ: «أَنَا هُوَ خُبْزُ ٱلْحَيَاةِ. مَنْ يُقْبِلْ إِلَيَّ فَلَا يَجُوعُ، وَمَنْ يُؤْمِنْ بِي فَلَا يَعْطَشُ أَبَدًا.,"Yesus berkata kepada mereka, “Akulah roti hidup; orang yang datang kepada-Ku tidak akan lapar lagi, dan orang yang percaya kepada-Ku tidak akan haus lagi.","Sabda Isa kepada mereka, “Akulah roti hidup itu. Siapa datang kepada-Ku, ia tidak akan lapar lagi, dan siapa percaya kepada-Ku, ia tidak akan haus lagi.",
Yohanes,6,36,Yohanes 6:36,وَلَكِنِّي قُلْتُ لَكُمْ: إِنَّكُمْ قَدْ رَأَيْتُمُونِي، وَلَسْتُمْ تُؤْمِنُونَ.,"Akan tetapi, Aku telah mengatakan kepadamu bahwa sekalipun kamu sudah melihat Aku , kamu tetap tidak percaya.","Tetapi, Kukatakan kepadamu bahwa walaupun kamu sudah melihat Aku, kamu tidak percaya juga.",
Yohanes,6,37,Yohanes 6:37,كُلُّ مَا يُعْطِينِي ٱلْآبُ فَإِلَيَّ يُقْبِلُ، وَمَنْ يُقْبِلْ إِلَيَّ لَا أُخْرِجْهُ خَارِجًا.,"Semua yang diberikan Bapa kepada-Ku akan datang kepada-Ku, dan yang datang kepada-Ku tidak akan pernah Aku usir.","Semua yang diberikan Sang Bapa kepada-Ku akan datang kepada-Ku, dan orang yang datang kepada-Ku tidak akan pernah Kutolak.",
Yohanes,6,38,Yohanes 6:38,لِأَنِّي قَدْ نَزَلْتُ مِنَ ٱلسَّمَاءِ، لَيْسَ لِأَعْمَلَ مَشِيئَتِي، بَلْ مَشِيئَةَ ٱلَّذِي أَرْسَلَنِي.,"Sebab, Aku turun dari surga bukan untuk melakukan kehendak-Ku sendiri, melainkan kehendak Dia yang mengutus Aku.","Karena Aku turun dari surga bukan untuk melakukan kehendak-Ku sendiri, melainkan kehendak Dia yang mengutus Aku.",
Yohanes,6,39,Yohanes 6:39,وَهَذِهِ مَشِيئَةُ ٱلْآبِ ٱلَّذِي أَرْسَلَنِي: أَنَّ كُلَّ مَا أَعْطَانِي لَا أُتْلِفُ مِنْهُ شَيْئًا، بَلْ أُقِيمُهُ فِي ٱلْيَوْمِ ٱلْأَخِيرِ.,"Dan, inilah kehendak Dia yang mengutus Aku: supaya semua yang telah diberikan-Nya kepada-Ku itu tidak ada yang hilang, melainkan Aku bangkitkan pada akhir zaman.","Inilah kehendak Sang Bapa yang mengutus Aku, yaitu supaya semua yang diberikan-Nya kepada-Ku jangan satu pun hilang, melainkan supaya Kuhidupkan kembali pada hari kiamat.",
Yohanes,6,40,Yohanes 6:40,لِأَنَّ هَذِهِ هِيَ مَشِيئَةُ ٱلَّذِي أَرْسَلَنِي: أَنَّ كُلَّ مَنْ يَرَى ٱلِٱبْنَ وَيُؤْمِنُ بِهِ تَكُونُ لَهُ حَيَاةٌ أَبَدِيَّةٌ، وَأَنَا أُقِيمُهُ فِي ٱلْيَوْمِ ٱلْأَخِيرِ».,"Sebab, inilah kehendak Bapa-Ku bahwa setiap orang yang melihat Anak dan percaya kepada-Nya akan mendapatkan hidup kekal, dan Aku akan membangkitkan dia pada akhir zaman.”","Sebab demikianlah kehendak Bapa-Ku, yaitu supaya setiap orang yang memandang Sang Anak serta percaya kepada-Nya mempunyai hidup kekal, dan Kuhidupkan kembali pada hari kiamat.”",
Yohanes,6,41,Yohanes 6:41,فَكَانَ ٱلْيَهُودُ يَتَذَمَّرُونَ عَلَيْهِ لِأَنَّهُ قَالَ: «أَنَا هُوَ ٱلْخُبْزُ ٱلَّذِي نَزَلَ مِنَ ٱلسَّمَاءِ».,"Karena itu, beberapa orang Yahudi mulai menggerutu tentang Dia karena Dia berkata, “Akulah roti yang telah turun dari surga itu.”","Lalu, bersungut-sungutlah orang Israil terhadap Isa sebab Ia bersabda, “Akulah roti yang turun dari surga.”",
Yohanes,6,42,Yohanes 6:42,وَقَالُوا: «أَلَيْسَ هَذَا هُوَ يَسُوعَ بْنَ يُوسُفَ، ٱلَّذِي نَحْنُ عَارِفُونَ بِأَبِيهِ وَأُمِّهِ؟ فَكَيْفَ يَقُولُ هَذَا: إِنِّي نَزَلْتُ مِنَ ٱلسَّمَاءِ؟».,"Mereka berkata, “Bukankah Dia ini Yesus, anak Yusuf, yang bapak dan ibunya kita kenal? Bagaimana mungkin Dia dapat berkata, ‘Aku telah turun dari surga?’”","Kemudian, kata mereka, “Bukankah Dia ini Isa bin Yusuf, yang ayah dan ibu-Nya kita kenal? Bagaimana Ia dapat berkata, ‘Aku telah turun dari surga’?”",
Yohanes,6,43,Yohanes 6:43,فَأَجَابَ يَسُوعُ وَقَالَ لَهُمْ: «لَا تَتَذَمَّرُوا فِيمَا بَيْنَكُمْ.,"Yesus menjawab mereka dan berkata, “Jangan menggerutu di antara kalian sendiri.","Lalu, sabda Isa kepada mereka, “Jangan kamu bersungut-sungut.",
Yohanes,6,44,Yohanes 6:44,لَا يَقْدِرُ أَحَدٌ أَنْ يُقْبِلَ إِلَيَّ إِنْ لَمْ يَجْتَذِبْهُ ٱلْآبُ ٱلَّذِي أَرْسَلَنِي، وَأَنَا أُقِيمُهُ فِي ٱلْيَوْمِ ٱلْأَخِيرِ.,"Tidak seorang pun dapat datang kepada-Ku, kecuali Bapa yang mengutus Aku menariknya, dan Aku akan membangkitkannya pada akhir zaman.","Tak seorang pun dapat datang kepada-Ku jika hatinya tidak digerakkan oleh Sang Bapa yang mengutus Aku, dan Aku akan menghidupkannya kembali pada hari kiamat.",
Yohanes,6,45,Yohanes 6:45,إِنَّهُ مَكْتُوبٌ فِي ٱلْأَنْبِيَاءِ: وَيَكُونُ ٱلْجَمِيعُ مُتَعَلِّمِينَ مِنَ ٱللهِ. فَكُلُّ مَنْ سَمِعَ مِنَ ٱلْآبِ وَتَعَلَّمَ يُقْبِلُ إِلَيَّ.,"Ada tertulis dalam kitab para nabi: ‘Dan, mereka semua akan diajar oleh Allah .’ Setiap orang yang telah mendengar dan belajar dari Bapa akan datang kepada-Ku.","Hal itu telah tertulis dalam tulisan para nabi, ‘Semua orang akan diajar oleh Allah.’ Jadi, setiap orang yang telah mendengar dan belajar dari Sang Bapa akan datang kepada-Ku.",
